timestamp,open,high,low,close,volume,RSI,ATR,MACD,Signal_Line,SMA_20,Std_Dev,Upper_Band,Lower_Band
2026-01-28 09:00:00,5320.89,5323.16,5280.9,5296.35,1413.6844,81.13142700027488,35.51571428571443,57.34253153888767,48.57535680685257,5205.254,81.7966947858817,5368.847389571763,5041.660610428236
2026-01-28 10:00:00,5296.34,5305.0,5288.52,5289.74,670.9345,71.98743054923006,30.667857142857233,55.541546318218025,49.96859470912566,5216.226,77.33756923214469,5370.901138464289,5061.55086153571
2026-01-28 11:00:00,5289.74,5289.74,5255.22,5281.1,1836.2266,68.0947832810297,31.189285714285752,52.80833514740152,50.536542796780836,5225.231,73.6101741323127,5372.451348264625,5078.010651735374
2026-01-28 12:00:00,5281.1,5299.15,5270.11,5299.15,847.3823,68.32671121545945,30.192142857142894,51.505012034683205,50.73023664436131,5235.0830000000005,69.32558456108926,5373.734169122179,5096.431830877822
2026-01-28 13:00:00,5299.16,5308.98,5280.6,5287.43,1325.3374,72.6779367976181,29.709999999999972,48.962009458796274,50.37659120724831,5244.5445,62.208287607883285,5368.961075215767,5120.127924784233
2026-01-28 14:00:00,5287.48,5310.93,5271.25,5309.1,1634.0662,75.94381035996513,31.089285714285715,48.14031787416934,49.92933654063252,5254.8045,54.1968804185728,5363.198260837145,5146.410739162855
2026-01-28 15:00:00,5309.1,5319.0,5262.0,5303.61,1650.7677,69.08997692899247,30.925714285714225,46.50998608707687,49.245466449921395,5264.2255000000005,44.083293466964385,5352.392086933929,5176.058913066072
2026-01-28 16:00:00,5303.61,5320.48,5298.27,5320.47,1174.767,66.73838684762227,29.816428571428464,46.04758954634053,48.60589106920523,5270.589999999999,42.44454090494232,5355.479081809884,5185.700918190115
2026-01-28 17:00:00,5320.48,5327.29,5303.85,5319.95,1012.6539,67.77410499187619,29.567857142857,45.11907271759992,47.90852739888417,5276.511,40.519782809722486,5357.5505656194455,5195.471434380555
2026-01-28 18:00:00,5319.96,5345.98,5293.0,5304.65,1675.8832,60.22286557054658,32.33785714285698,42.65691198035165,46.85820431517767,5280.844999999999,38.5147181026424,5357.874436205284,5203.815563794715
2026-01-28 19:00:00,5304.65,5351.57,5292.0,5345.13,1201.6123,64.81615693095608,34.68071428571414,43.47092380182039,46.180748212506224,5288.452,35.12460370257321,5358.701207405146,5218.202792594854
2026-01-28 20:00:00,5345.12,5412.85,5343.11,5398.76,1896.7946,71.36790783627566,38.25785714285699,47.89146384654032,46.52289133931304,5298.844999999999,35.49068899391468,5369.826377987829,5227.86362201217
