timestamp,open,high,low,close,volume,RSI,ATR,MACD,Signal_Line,SMA_20,Std_Dev,Upper_Band,Lower_Band
2026-01-28 09:00:00,902.49,908.67,902.49,908.55,8566.163,74.78441867380343,4.097857142857143,5.11537402100214,4.421194517764566,896.6895000000001,6.456859653031589,909.6032193060632,883.7757806939369
2026-01-28 10:00:00,908.55,909.43,905.26,905.54,3579.259,61.584754262788465,3.875,5.144547682838379,4.565865150779329,897.8770000000001,5.713616331094281,909.3042326621886,886.4497673378115
2026-01-28 11:00:00,905.54,908.0,902.98,907.69,3558.654,70.4934886908845,3.9278571428571434,5.2802871878914175,4.708749558201747,898.975,5.355253691961119,909.6855073839223,888.2644926160777
2026-01-28 12:00:00,907.68,907.76,903.97,905.27,4894.129,60.84487042953509,3.894285714285713,5.133413156945494,4.793682277950497,899.491,5.443476926802539,910.377953853605,888.6040461463949
2026-01-28 13:00:00,905.27,908.31,905.22,906.04,3018.813,63.64605543710024,3.884285714285706,5.021264977065471,4.839198817773492,900.4380000000001,4.781618972691156,910.0012379453824,890.8747620546178
2026-01-28 14:00:00,906.03,906.05,900.82,901.99,8427.384,53.21100917431201,4.027857142857125,4.553100277990666,4.781979109816927,900.9155000000001,4.402716236956227,909.7209324739125,892.1100675260876
2026-01-28 15:00:00,901.99,904.0,897.18,902.92,7719.054,61.54121863799283,4.107142857142849,4.208605425120254,4.6673043728775925,901.4675000000001,3.8701147473808697,909.2077294947618,893.7272705052384
2026-01-28 16:00:00,902.91,903.83,897.83,900.0,7981.575,55.054329930852944,4.355714285714279,3.657806262043664,4.465404750710807,901.537,3.828354188090994,909.193708376182,893.880291623818
2026-01-28 17:00:00,900.0,907.06,898.32,904.48,6089.864,60.989643268124304,4.774285714285692,3.541962971746784,4.280716394918002,901.9745,3.624343824459113,909.2231876489183,894.7258123510818
2026-01-28 18:00:00,904.48,904.65,900.42,902.52,3974.117,55.23507355062013,4.801428571428549,3.2544850323773744,4.075470122409877,902.1425000000002,3.5643939102417628,909.2712878204837,895.0137121795166
2026-01-28 19:00:00,902.51,905.26,900.16,904.0,4104.581,54.61988304093564,4.950714285714265,3.1102275581434924,3.8824216095566,902.4245000000001,3.471278355455343,909.3670567109108,895.4819432890894
2026-01-28 20:00:00,904.01,907.71,902.32,902.75,2718.541,48.6213235294118,4.977142857142837,2.862046032084095,3.6783464940620996,902.5605000000002,3.425508759754964,909.4115175195101,895.7094824804902
2026-01-28 21:00:00,902.75,904.7,899.68,904.32,2875.029,51.44542772861358,5.174999999999987,2.760228072555037,3.4947228097606873,902.9525000000001,3.128798112946728,909.2100962258936,896.6949037741066
2026-01-28 22:00:00,904.32,905.33,902.61,904.35,1447.57,52.81136638452239,5.107142857142841,2.651393738763886,3.326056995561327,903.3235000000001,2.799697869037779,908.9228957380757,897.7241042619245
2026-01-28 23:00:00,904.34,905.28,901.69,902.91,1411.846,40.091356289529244,4.9221428571428385,2.421037565693723,3.1450531095878063,903.6270000000001,2.353282366129652,908.3335647322593,898.9204352677408
2026-01-29 00:00:00,902.92,904.24,900.37,903.56,2551.998,46.20689655172412,4.900714285714271,2.2648207626821204,2.9690066402066693,903.8605000000001,2.0735895015775228,908.0076790031552,899.713320996845
2026-01-29 01:00:00,903.57,904.98,898.78,899.54,3748.038,35.4308187343581,4.98499999999999,1.7959349966453146,2.7343923114943984,903.7955,2.190343580354449,908.1761871607089,899.414812839291
2026-01-29 02:00:00,899.54,901.24,893.2,894.67,6670.947,32.577251808020975,5.288571428571418,1.0196178295607297,2.391437415107665,903.3465,2.9945217964599746,909.33554359292,897.35745640708
2026-01-29 03:00:00,894.67,898.97,893.87,896.54,4943.888,34.93020304568526,5.432142857142854,0.5489463416218996,2.022939200410512,903.0065000000001,3.3591387915733675,909.7247775831468,896.2882224168534
2026-01-29 04:00:00,896.55,901.42,895.2,900.52,5187.099,47.66295707472174,5.50285714285714,0.49142370757726894,1.7166361018438632,902.908,3.4036692275435225,909.715338455087,896.100661544913
2026-01-29 05:00:00,900.53,902.65,898.0,898.55,7454.507,43.274853801169606,5.347857142857135,0.28360484947893383,1.4300298513708773,902.408,3.262823446358382,908.9336468927168,895.8823531072833
2026-01-29 06:00:00,898.55,901.47,898.55,901.41,2734.128,52.1739130434782,5.12785714285714,0.34569999086079406,1.2131638792688606,902.2014999999999,3.18390735616356,908.569314712327,895.8336852876728
2026-01-29 07:00:00,901.41,906.67,901.4,904.8,12770.36,50.51052967453722,4.8800000000000034,0.6608377797967933,1.1026986593744472,902.057,2.9808072025792356,908.0186144051585,896.0953855948416
2026-01-29 08:00:00,904.8,905.41,902.09,903.78,16318.01,52.07236842105261,4.814999999999998,0.8188421696490877,1.0459273614293754,901.9824999999998,2.914152174258881,907.8108043485176,896.154195651482
2026-01-29 09:00:00,903.78,905.8,902.66,903.86,22386.502,49.758620689655196,4.674999999999995,0.9396850144662494,1.0246788920367502,901.8734999999999,2.7926355689659217,907.4587711379318,896.2882288620681
2026-01-29 10:00:00,903.86,904.59,894.93,895.0,31077.48,39.41546025676049,4.980000000000002,0.3168731690726645,0.8831177474439331,901.524,3.1868634968208953,907.8977269936418,895.1502730063582
2026-01-29 11:00:00,895.0,896.5,893.23,894.28,5912.498,35.96196868008941,4.854999999999994,-0.23213181713686026,0.6600678345277745,901.0919999999999,3.55231666440532,908.1966333288105,893.9873666711892
2026-01-29 12:00:00,894.28,894.43,889.88,891.17,7093.585,33.03295571575693,4.985714285714274,-0.9077097200971593,0.3465123236027877,900.6505,4.187168965705798,909.0248379314115,892.2761620685884
2026-01-29 13:00:00,891.17,892.42,889.89,890.18,4107.488,33.42016150039075,4.909999999999992,-1.505638735577918,-0.02391788823335339,899.9354999999999,4.689613916327445,909.3147278326549,890.556272167345
2026-01-29 14:00:00,890.18,891.35,877.69,877.76,15714.1,24.282296650717782,5.609285714285704,-2.947712594024779,-0.6086768293916385,898.6974999999999,6.775642812775595,912.248785625551,885.1462143744487
2026-01-29 15:00:00,877.76,878.07,856.9,864.15,37858.809,20.38493723849379,6.678571428571421,-5.1296483794857295,-1.5128711394104566,896.7049999999999,10.152234651595437,917.0094693031908,876.400530696809
